,barcode,entry,species_consensus,groups_consensus,accession_number,usda_q_number,alt_accession_number,uiuc_id,minicores_ainsworth_2025,quantity,transplanted,date_transplant,project,project_id,labeled,survival_6wks,root_exudate_collect_6wks,incubation_start_6wks,incubation_end_6wks,soil_6wks,soil_dry_time_start_6wks,soil_dry_time_end_6wks,root_dry_time_start_6wks,root_dry_time_end_6wks,root_6wks,root_exudate_collect_15wks,incubation_start_15wks,incubation_end_15wks,soil_15wks,soil_dry_time_start_15wks,soil_dry_time_end_15wks,root_dry_time_start_15wks,root_dry_time_end_15wks,root_15wks,notes,week,flush,sample_type,flush_initial_volume,flush_replenish,flush_final_volume,soil_initial_mg,soil_24hrs_mg,soil_final_mg,root_initial_mg,root_final_mg
277,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,flush_1,exudate,10,5,12,4.008,0.7941,0.7752,0.0608,0.0142
278,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,flush_2,exudate,10,,8.5,4.008,0.7941,0.7752,0.0608,0.0142
279,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,,soil,,,,4.008,0.7941,0.7752,0.0608,0.0142
280,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,,root,,,,4.008,0.7941,0.7752,0.0608,0.0142
281,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
282,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
283,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
284,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
285,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
286,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
287,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
288,Miscanthus sinensis  'KMS215'-Accn:KMS215-Q49612-Alt:,Miscanthus sinensis  'KMS215',Miscanthus sinensis,"Korea, N China Msi",KMS215,Q49612,,KMS215,KMS215,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
289,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
290,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
291,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
292,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
293,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
294,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
295,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
296,Miscanthus sinensis  'PMS-436'-Accn:PMS-436-Q46862-Alt:UI12-00141,Miscanthus sinensis  'PMS-436',Miscanthus sinensis,"Korea, N China Msi",PMS-436,Q46862,UI12-00141,PMS-436,PMS-436,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
297,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
298,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
299,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
300,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
301,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
302,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
303,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
304,Miscanthus sinensis  'RU2012-217'-Accn:RU2012-217-Q47799-Alt:,Miscanthus sinensis  'RU2012-217',Miscanthus sinensis,"Korea, N China Msi",RU2012-217,Q47799,,RU2012-217,RU2012-217,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
305,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
306,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
307,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
308,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
309,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
310,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
311,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
312,Miscanthus sinensis  'RU2012-219'-Accn:RU2012-219-Q47801-Alt:,Miscanthus sinensis  'RU2012-219',Miscanthus sinensis,"Korea, N China Msi",RU2012-219,Q47801,,RU2012-219,RU2012-219,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
313,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
314,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
315,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
316,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
317,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
318,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
319,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
320,Miscanthus sinensis  'RU2012-221'-Accn:RU2012-221-Q47802-Alt:,Miscanthus sinensis  'RU2012-221',Miscanthus sinensis,"Korea, N China Msi",RU2012-221,Q47802,,RU2012-221,RU2012-221,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
321,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,flush_1,exudate,10,5,9.4,4.0023,0.9361,0.9278,0.0588,0.0303
322,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,flush_2,exudate,10,,9.5,4.0023,0.9361,0.9278,0.0588,0.0303
323,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,,soil,,,,4.0023,0.9361,0.9278,0.0588,0.0303
324,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,,root,,,,4.0023,0.9361,0.9278,0.0588,0.0303
325,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,flush_1,exudate,10,5,13.5,4.0148,0.7941,0.7706,0.0383,0.0178
326,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,flush_2,exudate,10,,10,4.0148,0.7941,0.7706,0.0383,0.0178
327,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,,soil,,,,4.0148,0.7941,0.7706,0.0383,0.0178
328,Miscanthus sinensis  'JM0034.001'-Accn:JM0034.001-Q49545-Alt:,Miscanthus sinensis  'JM0034.001',Miscanthus sinensis,N Japan Msi,JM0034.001,Q49545,,JM0034.001,JM0034.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:49:00,2025/06/03 10:51:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:18:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,,root,,,,4.0148,0.7941,0.7706,0.0383,0.0178
329,Miscanthus sinensis  'JM0062.001'-Accn:JM0062.001-Q49550-Alt:,Miscanthus sinensis  'JM0062.001',Miscanthus sinensis,N Japan Msi,JM0062.001,Q49550,,JM0062.001,JM0062.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 10:55:00,2025/06/03 10:00:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:43:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,flush_1,exudate,10,5,3,4.0002,0.9404,0.8905,0.0708,0.0305
330,Miscanthus sinensis  'JM0062.001'-Accn:JM0062.001-Q49550-Alt:,Miscanthus sinensis  'JM0062.001',Miscanthus sinensis,N Japan Msi,JM0062.001,Q49550,,JM0062.001,JM0062.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 10:55:00,2025/06/03 10:00:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:43:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,flush_2,exudate,10,,5.5,4.0002,0.9404,0.8905,0.0708,0.0305
331,Miscanthus sinensis  'JM0062.001'-Accn:JM0062.001-Q49550-Alt:,Miscanthus sinensis  'JM0062.001',Miscanthus sinensis,N Japan Msi,JM0062.001,Q49550,,JM0062.001,JM0062.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 10:55:00,2025/06/03 10:00:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:43:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,,soil,,,,4.0002,0.9404,0.8905,0.0708,0.0305
332,Miscanthus sinensis  'JM0062.001'-Accn:JM0062.001-Q49550-Alt:,Miscanthus sinensis  'JM0062.001',Miscanthus sinensis,N Japan Msi,JM0062.001,Q49550,,JM0062.001,JM0062.001,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 10:55:00,2025/06/03 10:00:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:43:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,,root,,,,4.0002,0.9404,0.8905,0.0708,0.0305
